Tuotekoodi;Laatu;Määrittely;Tuotenimi;Paksuus;Tuoteryhmä;Lisänimi;Halkaisija;Seinämä;Muu mitta;Pinta;Yksikkö paino;Paineluokka;Lisätiedot;Toleranssi;Sisähalkaisija;Leveys;Paksuus;Korkeus/pituus;Eräkoko
APV004;EN 1.4307;4 MM;PYÖRÖ h9;4;Pyörö h6-h8-h9;;4,00;;;Vedetty;0,1;;;h9;;;;;
APV005;EN 1.4307;5 MM;PYÖRÖ h9;5;Pyörö h6-h8-h9;;5,00;;;Vedetty;0,15;;;h9;;;;;
APV006;EN 1.4307;6 MM L=6000 MM;PYÖRÖ h9;6;Pyörö h6-h8-h9;;6,00;;;Vedetty;0,22;;;h9;;;;;
APV006-3;EN 1.4307;6 MM L=3000 MM;PYÖRÖ h9;6;Pyörö h6-h8-h9;;6,00;;3000,00;Vedetty;0,22;;;h9;;;;;
APV007;EN 1.4307;7 MM;PYÖRÖ h9;7;Pyörö h6-h8-h9;;7,00;;;Vedetty;0,3;;;h9;;;;;
APV007-3;EN 1.4307;7 MM L=3000 MM;PYÖRÖ h9;7;Pyörö h6-h8-h9;;7,00;;3000,00;Vedetty;0,3;;;h9;;;;;
APV008;EN 1.4307;8 MM L=6000 MM;PYÖRÖ h9;8;Pyörö h6-h8-h9;;8,00;;;Vedetty;0,4;;;h9;;;;;
APV008-3;EN 1.4307;8 MM L=3000 MM;PYÖRÖ h9;8;Pyörö h6-h8-h9;;8,00;;3000,00;Vedetty;0,4;;;h9;;;;;
APV009;EN 1.4307;9 MM;PYÖRÖ h9;9;Pyörö h6-h8-h9;;9,00;;;Vedetty;0,5;;;h9;;;;;
APV009-3;EN 1.4307;9 MM L=3000 MM;PYÖRÖ h9;9;Pyörö h6-h8-h9;;9,00;;3000,00;Vedetty;0,5;;;h9;;;;;
APV010;EN 1.4307;10 MM L=6000 MM;PYÖRÖ h9;10;Pyörö h6-h8-h9;;10,00;;;Vedetty;0,62;;;h9;;;;;
APV010-3;EN 1.4307;10 MM L=3000 MM;PYÖRÖ h9;10;Pyörö h6-h8-h9;;10,00;;3000,00;Vedetty;0,62;;;h9;;;;;
APV012;EN 1.4307;12 MM L=6000 MM;PYÖRÖ h9;12;Pyörö h6-h8-h9;;12,00;;;Vedetty;0,89;;;h9;;;;;
APV012-3;EN 1.4307;12 MM L=3000 MM;PYÖRÖ h9;12;Pyörö h6-h8-h9;;12,00;;3000,00;Vedetty;0,89;;;h9;;;;;
APV014;EN 1.4307;14 MM L=6000 MM;PYÖRÖ h9;14;Pyörö h6-h8-h9;;14,00;;;Vedetty;1,21;;;h9;;;;;
APV014-3;EN 1.4307;14 MM L=3000 MM;PYÖRÖ h9;14;Pyörö h6-h8-h9;;14,00;;3000,00;Vedetty;1,21;;;h9;;;;;
APV015;EN 1.4307;15 MM L=6000 MM;PYÖRÖ h9;15;Pyörö h6-h8-h9;;15,00;;;Vedetty;1,39;;;h9;;;;;
APV015-3;EN 1.4307;15 MM L=3000 MM;PYÖRÖ h9;15;Pyörö h6-h8-h9;;15,00;;3000,00;Vedetty;1,39;;;h9;;;;;
APV016;EN 1.4307;16 MM L=6000 MM;PYÖRÖ h9;16;Pyörö h6-h8-h9;;16,00;;;Vedetty;1,58;;;h9;;;;;
APV016-3.2;EN 1.4307;16 MM L=3000 MM;PYÖRÖ h9;16;Pyörö h6-h8-h9;;16,00;;;Vedetty;1,58;;;h9;;;;;
APV017;EN 1.4307;17 MM;PYÖRÖ h9;17;Pyörö h6-h8-h9;;17,00;;;Vedetty;1,78;;;h9;;;;;
APV017-3;EN 1.4307;17 MM L=3000 MM;PYÖRÖ h9;17;Pyörö h6-h8-h9;;17,00;;3000,00;Vedetty;1,78;;;h9;;;;;
APV018;EN 1.4307;18 MM L=6000 MM;PYÖRÖ h9;18;Pyörö h6-h8-h9;;18,00;;;Vedetty;2;;;h9;;;;;
APV018-3;EN 1.4307;18 MM L=3000 MM;PYÖRÖ h9;18;Pyörö h6-h8-h9;;18,00;;3000,00;Vedetty;2;;;h9;;;;;
APV020;EN 1.4307;20 MM L=6000 MM;PYÖRÖ h9;20;Pyörö h6-h8-h9;;20,00;;;Vedetty;2,47;;;h9;;;;;
APV020-3;EN 1.4307;20 MM L=3000 MM;PYÖRÖ h9;20;Pyörö h6-h8-h9;;20,00;;3000,00;Vedetty;2,47;;;h9;;;;;
APV022;EN 1.4307;22 MM L=6000 MM;PYÖRÖ h9;22;Pyörö h6-h8-h9;;22,00;;;Vedetty;2,98;;;h9;;;;;
APV022-3;EN 1.4307;22 MM L=3000 MM;PYÖRÖ h9;22;Pyörö h6-h8-h9;;22,00;;3000,00;Vedetty;2,98;;;h9;;;;;
APV024;EN 1.4307;24 MM L=6000 MM;PYÖRÖ h9;24;Pyörö h6-h8-h9;;24,00;;;Vedetty;3,55;;;h9;;;;;
APV024-3;EN 1.4307;24 MM L=3000 MM;PYÖRÖ h9;24;Pyörö h6-h8-h9;;24,00;;3000,00;Vedetty;3,55;;;h9;;;;;
APV025;EN 1.4307;25 MM L=6000 MM;PYÖRÖ h9;25;Pyörö h6-h8-h9;;25,00;;;Vedetty;3,85;;;h9;;;;;
APV025-3;EN 1.4307;25 MM L=3000 MM;PYÖRÖ h9;25;Pyörö h6-h8-h9;;25,00;;3000,00;Vedetty;3,85;;;h9;;;;;
APV026;EN 1.4307;26 MM;PYÖRÖ h9;26;Pyörö h6-h8-h9;;26,00;;;Vedetty;4,17;;;h9;;;;;
APV026-3;EN 1.4307;26 MM L=3000 MM;PYÖRÖ h9;26;Pyörö h6-h8-h9;;26,00;;3000,00;Vedetty;4,17;;;h9;;;;;
APV028;EN 1.4307;28 MM L=6000 MM;PYÖRÖ h9;28;Pyörö h6-h8-h9;;28,00;;;Vedetty;4,84;;;h9;;;;;
APV028-3;EN 1.4307;28 MM L=3000 MM;PYÖRÖ h9;28;Pyörö h6-h8-h9;;28,00;;3000,00;Vedetty;4,84;;;h9;;;;;
APV030;EN 1.4307;30 MM L=6000 MM;PYÖRÖ h9;30;Pyörö h6-h8-h9;;30,00;;;Vedetty;5,55;;;h9;;;;;
APV030-3;EN 1.4307;30 MM L=3000 MM;PYÖRÖ h9;30;Pyörö h6-h8-h9;;30,00;;3000,00;Vedetty;5,55;;;h9;;;;;
APV032;EN 1.4307;32 MM L=6000 MM;PYÖRÖ h9;32;Pyörö h6-h8-h9;;32,00;;;Vedetty;6,31;;;h9;;;;;
APV032-3;EN 1.4307;32 MM L=3000 MM;PYÖRÖ h9;32;Pyörö h6-h8-h9;;32,00;;3000,00;Vedetty;6,31;;;h9;;;;;
APV035;EN 1.4307;35 MM L=6000 MM;PYÖRÖ h9;35;Pyörö h6-h8-h9;;35,00;;;Vedetty;7,55;;;h9;;;;;
APV035-3;EN 1.4307;35 MM L=3000 MM;PYÖRÖ h9;35;Pyörö h6-h8-h9;;35,00;;3000,00;Vedetty;7,55;;;h9;;;;;
APV036;EN 1.4307;36 MM L=6000 MM;PYÖRÖ h9;36;Pyörö h6-h8-h9;;36,00;;;Vedetty;7,99;;;h9;;;;;
APV036-3;EN 1.4307;36 MM L=3000 MM;PYÖRÖ h9;36;Pyörö h6-h8-h9;;36,00;;3000,00;Vedetty;7,99;;;h9;;;;;
APV038;EN 1.4307;38 MM;PYÖRÖ h9;0;Pyörö h6-h8-h9;Vedetty/hienosorvattu tai hiottu, tol. h9, L=3000-6000 mm Materiaalitodistus EN 10204/3.1;38,00;;;Vedetty;8,9;;;h9;;;;;
APV038-3;EN 1.4307;38 MM L=3000 MM;PYÖRÖ h9;0;Pyörö h6-h8-h9;;38,00;;3000,00;Vedetty;8,9;;;h9;;;;;
APV040;EN 1.4307;40 MM L=6000 MM;PYÖRÖ h9;40;Pyörö h6-h8-h9;;40,00;;;Vedetty;9,86;;;h9;;;;;
APV040-3;EN 1.4307;40 MM L=3000 MM;PYÖRÖ h9;40;Pyörö h6-h8-h9;;40,00;;3000,00;Vedetty;9,86;;;h9;;;;;
APV045;EN 1.4307;45 MM L=6000 MM;PYÖRÖ h9;45;Pyörö h6-h8-h9;;45,00;;;Vedetty;12,48;;;h9;;;;;
APV045-3;EN 1.4307;45 MM L=3000 MM;PYÖRÖ h9;45;Pyörö h6-h8-h9;;45,00;;;Vedetty;12,48;;;h9;;;;;
APV050;EN 1.4307;50 MM L=6000 MM;PYÖRÖ h9;50;Pyörö h6-h8-h9;;50,00;;;Vedetty;15,41;;;h9;;;;;
APV050-3;EN 1.4307;50 MM L=3000 MM;PYÖRÖ h9;50;Pyörö h6-h8-h9;;50,00;;;Vedetty;15,41;;;h9;;;;;
APV050H10;EN 1.4307;50 MM;PYÖRÖ h10;50;Pyörö h6-h8-h9;;50,00;;;Vedetty;15,41;;;h10;;;;;
APV055;EN 1.4307;55 MM L=6000 MM;PYÖRÖ h9;55;Pyörö h6-h8-h9;;55,00;;;Vedetty;18,65;;;h9;;;;;
APV055-3;EN 1.4307;55 MM L=3000 MM;PYÖRÖ h9;55;Pyörö h6-h8-h9;;55,00;;;Vedetty;18,65;;;h9;;;;;
APV060;EN 1.4307;60 MM L=6000 MM;PYÖRÖ h9;60;Pyörö h6-h8-h9;;60,00;;;Vedetty;22,2;;;h9;;;;;
APV060-3;EN 1.4307;60 MM L=3000 MM;PYÖRÖ h9;60;Pyörö h6-h8-h9;;60,00;;;Vedetty;22,2;;;h9;;;;;
APV060H11;EN 1.4307;60 MM L=3000 MM;PYÖRÖ h11;60;Pyörö h6-h8-h9;;60,00;;;Vedetty;22,2;;;h11;;;;;
APV065;EN 1.4307;65 MM;PYÖRÖ h9;65;Pyörö h6-h8-h9;;65,00;;;Vedetty;26,05;;;h9;;;;;
APV070;EN 1.4307;70 MM L=6000 MM;PYÖRÖ h9;70;Pyörö h6-h8-h9;;70,00;;;Vedetty;30,21;;;h9;;;;;
APV070-3;EN 1.4307;70 MM L=3000 MM;PYÖRÖ h9;70;Pyörö h6-h8-h9;;70,00;;;Vedetty;30,21;;;h9;;;;;
APV075;EN 1.4307;75 MM L=6000 MM;PYÖRÖ h9;75;Pyörö h6-h8-h9;;75,00;;;Vedetty;34,67;;;h9;;;;;
APV075-3;EN 1.4307;75 MM L=3000 MM;PYÖRÖ h9;75;Pyörö h6-h8-h9;;75,00;;;Vedetty;34,68;;;h9;;;;;0
APV080;EN 1.4307;80 MM L=6000 MM;PYÖRÖ h9;80;Pyörö h6-h8-h9;;80,00;;;Vedetty;39,46;;;h9;;;;;
APV080-3;EN 1.4307;80 MM L=3000 MM;PYÖRÖ h9;80;Pyörö h6-h8-h9;;80,00;;;Vedetty;39,46;;;h9;;;;;0
APV090;EN 1.4307;90 MM L=6000 MM;PYÖRÖ h9;90;Pyörö h6-h8-h9;;90,00;;;Vedetty;49,94;;;h9;;;;;
APV090-3;EN 1.4307;90 MM L=3000 MM;PYÖRÖ h9;90;Pyörö h6-h8-h9;;90,00;;;Vedetty;49,94;;;h9;;;;;0
APV100;EN 1.4307;100 MM L=6000 MM;PYÖRÖ h9;100;Pyörö h6-h8-h9;;100,00;;;Vedetty;62;;;h9;;;;;
APV100-3;EN 1.4307;100 MM L=3000 MM;PYÖRÖ h9;100;Pyörö h6-h8-h9;;100,00;;;Vedetty;61,65;;;h9;;;;;0
APV999;;;PYÖRÖ;0;Pyörö h6-h8-h9;;;;;Vedetty;0;;;h9;;;;;
APVI003;EN 1.4301/1.4307;3 MM;PYÖRÖ h9;3;Pyörö h6-h8-h9;;3,00;;;Vedetty;0,06;;;h9;;;;;
APVI004;EN 1.4301/1.4307;4 MM;PYÖRÖ h9;4;Pyörö h6-h8-h9;;4,00;;;Vedetty;0,1;;;h9;;;;;
APVI005;EN 1.4301/1.4307;5 MM;PYÖRÖ h9;5;Pyörö h6-h8-h9;;5,00;;;Vedetty;0,15;;;h9;;;;;
APVI006;EN 1.4301/1.4307;6 MM;PYÖRÖ h9;6;Pyörö h6-h8-h9;;6,00;;;Vedetty;0,22;;;h9;;;;;
APVI007;EN 1.4301/1.4307;7 MM;PYÖRÖ h9;7;Pyörö h6-h8-h9;;7,00;;;Vedetty;0,3;;;h9;;;;;
APVI008;EN 1.4301/1.4307;8 MM;PYÖRÖ h9;8;Pyörö h6-h8-h9;;8,00;;;Vedetty;0,4;;;h9;;;;;
APVI010;EN 1.4301/1.4307;10 MM;PYÖRÖ h9;10;Pyörö h6-h8-h9;;10,00;;;Vedetty;0,62;;;h9;;;;;
APVI012;EN 1.4301/1.4307;12 MM;PYÖRÖ h9;12;Pyörö h6-h8-h9;;12,00;;;Vedetty;0,89;;;h9;;;;;
APVI014;EN 1.4301/1.4307;14 MM;PYÖRÖ h9;14;Pyörö h6-h8-h9;;14,00;;;Vedetty;1,21;;;h9;;;;;
APVI015;EN 1.4301/1.4307;15 MM;PYÖRÖ h9;15;Pyörö h6-h8-h9;;15,00;;;Vedetty;1,39;;;h9;;;;;
APVI016;EN 1.4301/1.4307;16 MM;PYÖRÖ h9;16;Pyörö h6-h8-h9;;16,00;;;Vedetty;1,58;;;h9;;;;;
APVI017;EN 1.4301/1.4307;17 MM;PYÖRÖ h9;17;Pyörö h6-h8-h9;;17,00;;;Vedetty;1,78;;;h9;;;;;
APVI018;EN 1.4301/1.4307;18 MM;PYÖRÖ h9;18;Pyörö h6-h8-h9;;18,00;;;Vedetty;2;;;h9;;;;;
APVI020;EN 1.4301/1.4307;20 MM;PYÖRÖ h9;20;Pyörö h6-h8-h9;;20,00;;;Vedetty;2,47;;;h9;;;;;
APVI021;EN 1.4301/1.4307;21 MM;PYÖRÖ h9;21;Pyörö h6-h8-h9;;21,00;;;Vedetty;2,72;;;h9;;;;;
APVI022;EN 1.4301/1.4307;22 MM;PYÖRÖ h9;22;Pyörö h6-h8-h9;;22,00;;;Vedetty;2,98;;;h9;;;;;
APVI024;EN 1.4301/1.4307;24 MM;PYÖRÖ h9;24;Pyörö h6-h8-h9;;24,00;;;Vedetty;3,55;;;h9;;;;;
APVI025;EN 1.4301/1.4307;25 MM;PYÖRÖ h9;25;Pyörö h6-h8-h9;;25,00;;;Vedetty;3,85;;;h9;;;;;
APVI026;EN 1.4301/1.4307;26 MM;PYÖRÖ h9;26;Pyörö h6-h8-h9;;26,00;;;Vedetty;4,17;;;h9;;;;;
APVI028;EN 1.4301/1.4307;28 MM;PYÖRÖ h9;28;Pyörö h6-h8-h9;;28,00;;;Vedetty;4,83;;;h9;;;;;
APVI030;EN 1.4301/1.4307;30 MM;PYÖRÖ h9;30;Pyörö h6-h8-h9;;30,00;;;Vedetty;5,55;;;h9;;;;;
APVI032;EN 1.4301/1.4307;32 MM;PYÖRÖ h9;32;Pyörö h6-h8-h9;;32,00;;;Vedetty;6,31;;;h9;;;;;
APVI035;EN 1.4301/1.4307;35 MM;PYÖRÖ h9;35;Pyörö h6-h8-h9;;35,00;;;Vedetty;7,55;;;h9;;;;;
APVI036;EN 1.4301/1.4307;36 MM;PYÖRÖ h9;36;Pyörö h6-h8-h9;;36,00;;;Vedetty;7,99;;;h9;;;;;
APVI040;EN 1.4301/1.4307;40 MM;PYÖRÖ h9;40;Pyörö h6-h8-h9;;40,00;;;Vedetty;9,86;;;h9;;;;;
APVI042;EN 1.4301/1.4307;42 MM;PYÖRÖ h9;42;Pyörö h6-h8-h9;;42,00;;;Vedetty;10,88;;;h9;;;;;
APVI045;EN 1.4301/1.4307;45 MM;PYÖRÖ h9;45;Pyörö h6-h8-h9;;45,00;;;Vedetty;12,48;;;h9;;;;;
APVI050;EN 1.4301/1.4307;50 MM;PYÖRÖ h9;50;Pyörö h6-h8-h9;;50,00;;;Vedetty;15,41;;;h9;;;;;
APVI055;EN 1.4301/1.4307;55 MM;PYÖRÖ h9;55;Pyörö h6-h8-h9;;55,00;;;Vedetty;18,65;;;h9;;;;;
APVI060;EN 1.4301/1.4307;60 MM;PYÖRÖ h9;60;Pyörö h6-h8-h9;;60,00;;;Vedetty;22,2;;;h9;;;;;
APVI065;EN 1.4301/1.4307;65 MM;PYÖRÖ h9;65;Pyörö h6-h8-h9;;65,00;;;Vedetty;26,05;;;h9;;;;;
APVI070;EN 1.4301/1.4307;70 MM;PYÖRÖ h9;70;Pyörö h6-h8-h9;;70,00;;;Vedetty;30,21;;;h9;;;;;
APVI075;EN 1.4301/1.4307;75 MM;PYÖRÖ h9;75;Pyörö h6-h8-h9;;75,00;;;Vedetty;34,68;;;h9;;;;;
APVI080;EN 1.4301/1.4307;80 MM;PYÖRÖ h9;80;Pyörö h6-h8-h9;;80,00;;;Vedetty;39,46;;;h9;;;;;
APVI090;EN 1.4301/1.4307;90 MM;PYÖRÖ h9;90;Pyörö h6-h8-h9;;90,00;;;Vedetty;49,94;;;h9;;;;;
APVI100;EN 1.4301/1.4307;100 MM;PYÖRÖ h9;100;Pyörö h6-h8-h9;;100,00;;;Vedetty;61,65;;;h9;;;;;
APVV025;EN 1.4307;25 MM;PYÖRÖ h11;25;Pyörö h6-h8-h9;;25,00;;;Vedetty;3,86;;;h11;;;;;
APVV028;EN 1.4307;28 MM;PYÖRÖ h11;28;Pyörö h6-h8-h9;;28,00;;;Vedetty;4,84;;;h11;;;;;
APVV030;EN 1.4307;30 MM;PYÖRÖ h11;30;Pyörö h6-h8-h9;;30,00;;;Vedetty;5,55;;;h11;;;;;
APVV035;EN 1.4307;35 MM;PYÖRÖ h11;35;Pyörö h6-h8-h9;;35,00;;;Vedetty;7,55;;;h11;;;;;
APVV055;EN 1.4307;55 MM;PYÖRÖ h11;55;Pyörö h6-h8-h9;;55,00;;;Vedetty;18,65;;;h11;;;;;
APVV060;EN 1.4307;60 MM;PYÖRÖ h11;60;Pyörö h6-h8-h9;;60,00;;;Vedetty;22,2;;;h11;;;;;
APVV075;EN 1.4307;75 MM;PYÖRÖ h11;75;Pyörö h6-h8-h9;;75,00;;;Vedetty;34,67;;;h11;;;;;
ASH0201520;EN 1.4301/1.4307;20X15X2.0;SUORAKAIDEPUTKI GRIT320;0;Suorakaideputki;Suorakaideputki Hitsattu, GRID 320, L=6000 mm Materiaalitodistus EN 10204/3.1;;2,00;;Hiottu;1,18;;;;;20.0;;15.0;6
ASH0251510;EN 1.4301/1.4307;25X15X1.0;SUORAKAIDEPUTKI GRIT320;0;Suorakaideputki;Suorakaideputki Hitsattu, GRID 320, L=6000 mm Materiaalitodistus EN 10204/3.1;;1,00;;Hiottu;0,61;;;;;25.0;;15.0;6
ASH0251515;EN 1.4301/1.4307;25X15X1.5;SUORAKAIDEPUTKI GRIT320;0;Suorakaideputki;Suorakaideputki Hitsattu, GRID 320, L=6000 mm Materiaalitodistus EN 10204/3.1;;1,00;;Hiottu;0,9;;;;;25.0;;15.0;6
ASH0252015;EN 1.4301/1.4307;25X20X1.5;SUORAKAIDEPUTKI GRIT320;0;Suorakaideputki;Suorakaideputki Hitsattu, GRID 320, L=6000 mm Materiaalitodistus EN 10204/3.1;;1,00;;Hiottu;1,08;;;;;25.0;;20.0;6
ASH0302015;EN 1.4301/1.4307;30X20X1.5;SUORAKAIDEPUTKI GRIT320;0;Suorakaideputki;Suorakaideputki Hitsattu, GRID 320, L=6000 mm Materiaalitodistus EN 10204/3.1;;1,00;;Hiottu;1,14;;;;;30.0;;20.0;6
ASH0402015;EN 1.4301/1.4307;40X20X1.5;SUORAKAIDEPUTKI GRIT320;0;Suorakaideputki;Suorakaideputki Hitsattu, GRID 320, L=6000 mm Materiaalitodistus EN 10204/3.1;;1,00;;Hiottu;1,38;;;;;40.0;;20.0;6
ASH0402020;EN 1.4301/1.4307;40X20X2.0;SUORAKAIDEPUTKI GRIT320;0;Suorakaideputki;Suorakaideputki Hitsattu, GRID 320, L=6000 mm Materiaalitodistus EN 10204/3.1;;2,00;;Hiottu;1,81;;;;;40.0;;20.0;6
ASH0502015;EN 1.4301/1.4307;50X20X1.5;SUORAKAIDEPUTKI GRIT320;0;Suorakaideputki;Suorakaideputki Hitsattu, GRID 320, L=6000 mm Materiaalitodistus EN 10204/3.1;;1,00;;Hiottu;1,3;;;;;50.0;;20.0;6
ASH0502515;EN 1.4301/1.4307;50X25X1.5;SUORAKAIDEPUTKI GRIT320;0;Suorakaideputki;Suorakaideputki Hitsattu, GRID 320, L=6000 mm Materiaalitodistus EN 10204/3.1;;1,00;;Hiottu;1,76;;;;;50.0;;25.0;6
ASH0502520;EN 1.4301/1.4307;50X25X2.0;SUORAKAIDEPUTKI GRIT320;0;Suorakaideputki;Suorakaideputki Hitsattu, GRID 320, L=6000 mm Materiaalitodistus EN 10204/3.1;;2,00;;Hiottu;2,29;;;;;50.0;;25.0;6
ASH0603015;EN 1.4301/1.4307;60X30X1.5;SUORAKAIDEPUTKI GRIT320;0;Suorakaideputki;Suorakaideputki Hitsattu, GRID 320, L=6000 mm Materiaalitodistus EN 10204/3.1;;1,00;;Hiottu;2,1;;;;;60.0;;30.0;6
ASH0603020;EN 1.4301/1.4307;60X30X2.0;SUORAKAIDEPUTKI GRIT320;0;Suorakaideputki;Suorakaideputki Hitsattu, GRID 320, L=6000 mm Materiaalitodistus EN 10204/3.1;;2,00;;Hiottu;2,77;;;;;60.0;;30.0;6
ASH0604015;EN 1.4301/1.4307;60X40X1.5;SUORAKAIDEPUTKI GRIT320;0;Suorakaideputki;Suorakaideputki Hitsattu, GRID 320, L=6000 mm Materiaalitodistus EN 10204/3.1;;1,00;;Hiottu;2,34;;;;;60.0;;40.0;6
ASH0604020;EN 1.4301/1.4307;60X40X2.0;SUORAKAIDEPUTKI GRIT320;0;Suorakaideputki;Suorakaideputki Hitsattu, GRID 320, L=6000 mm Materiaalitodistus EN 10204/3.1;;2,00;;Hiottu;3,09;;;;;60.0;;40.0;6
ASH0804020;EN 1.4301/1.4307;80X40X2.0;SUORAKAIDEPUTKI GRIT320;0;Suorakaideputki;Suorakaideputki Hitsattu, GRID 320, L=6000 mm Materiaalitodistus EN 10204/3.1;;2,00;;Hiottu;3,73;;;;;80.0;;40.0;6
ASH1004030;EN 1.4301/1.4307;100X40X3.0;SUORAKAIDEPUTKI GRIT320;0;Suorakaideputki;Suorakaideputki Hitsattu, GRID 320, L=6000 mm Materiaalitodistus EN 10204/3.1;;3,00;;Hiottu;6,47;;;;;100.0;;40.0;6
ASH1006030;EN 1.4301/1.4307;100X60X3.0;SUORAKAIDEPUTKI GRIT320;0;Suorakaideputki;Suorakaideputki Hitsattu, GRID 320, L=6000 mm Materiaalitodistus EN 10204/3.1;;3,00;;Hiottu;7,43;;;;;100.0;;60.0;6
ASH999;;;SUORAKAIDEPUTKI HIOTTU;0;Suorakaideputki;;;;;Hiottu;0;;;;;;;;6
ASP00810;EN 1.4307/AISI 304;8.0X1.0;PUTKI SAUMATON;0;Putki saumaton;;8,00;1,00;;;0,18;;;;;;;;
ASP00815;EN 1.4307/AISI 304;8.0X1.5;PUTKI SAUMATON;0;Putki saumaton;;8,00;1,00;;;0,18;;;;;;;;
ASP01210;EN 1.4307/AISI 304;12X1.0;PUTKI SAUMATON;0;Putki saumaton;;12,00;1,00;;;0,39;;;;;;;;
ASP01212;EN 1.4307/AISI 304;12.7X1.22;PUTKI SAUMATON;0;Putki saumaton;;12,70;1,00;;;0,35;;;;;;;;
ASP01215;EN 1.4307/AISI 304;12X1.5;PUTKI SAUMATON;0;Putki saumaton;;12,00;1,00;;;0,39;;;;;;;;
ASP01220;EN 1.4307/AISI 304;12.0X2.0;PUTKI SAUMATON;0;Putki saumaton;;12,00;2,00;;;0,5;;;;;;;;
ASP01815;EN 1.4307/AISI 304;18.0X1.5;PUTKI SAUMATON;0;Putki saumaton;;18,00;1,00;;;0,62;;;;;;;;
ASP02530;EN 1.4307/AISI 304;25.0X3.0;PUTKI SAUMATON;0;Putki saumaton;;25,00;3,00;;;1,65;;;;;;;;
ASP03020;EN 1.4307/AISI 304;30.0X2.0;PUTKI SAUMATON;0;Putki saumaton;;30,00;2,00;;;1,4;;;;;;;;
ASP03030;EN 1.4307/AISI 304;30.0X3.0;PUTKI SAUMATON;0;Putki saumaton;;30,00;3,00;;;2,03;;;;;;;;
ASP03040;EN 1.4307/AISI 304;30.0X4.0;PUTKI SAUMATON;0;Putki saumaton;;30,00;4,00;;;2,6;;;;;;;;
ASP03338;EN 1.4307/AISI 304;"33.4X3.38 1"" SCH40S";PUTKI SAUMATON ASTM A312;0;Putki saumaton;;33,40;1,00;;;2,54;;;;;;;;
ASP03345;EN 1.4307/AISI 304;33.4X4.55;PUTKI SAUMATON;0;Putki saumaton;;33,40;1,00;;;3,29;;;;;;;;
ASP04850;EN 1.4307/AISI 304;48.26X5.08;PUTKI SAUMATON;0;Putki saumaton;;48,26;5,00;;;5,49;;;;;;;;
ASP06055;EN 1.4307/AISI 304;60.33X5.54;PUTKI SAUMATON;0;Putki saumaton;;60,33;1,00;;;7,81;;;;;;;;
ASP08854;EN 1.4307/AISI 304;88.9X5.49;PUTKI SAUMATON;0;Putki saumaton;;88,90;1,00;;;11,55;;;;;;;;
ASP10180;EN 1.4307/AISI 304;101.6X8.08;PUTKI SAUMATON;0;Putki saumaton;;101,60;8,00;;;18,64;;;;;;;;
ASP11460;EN 1.4307/AISI 304;114.3X6.02;PUTKI SAUMATON;0;Putki saumaton;;114,30;6,00;;;16,34;;;;;;;;
ASP999;EN 1.4307/AISI 304;;PUTKI SAUMATON;0;Putki saumaton;;;;;;0;;;;;;;;
ASP99999;EN 1.4307/AISI 304;;PUTKI SAUMATON;0;Putki saumaton;;;;;;0;;;;;;;;
ASV0201515;EN 1.4301/1.4307;20X15X1.5;SUORAKAIDEPUTKI;0;Suorakaideputki;;;1,00;;Vetokirkas;1,08;;;;;20.0;;15.0;6
ASV0251015;EN 1.4301/1.4307;25X10X1.5;SUORAKAIDEPUTKI;0;Suorakaideputki;;;1,00;;Vetokirkas;0,79;;;;;25.0;;10.0;6
ASV0251515;EN 1.4301/1.4307;25X15X1.5;SUORAKAIDEPUTKI;0;Suorakaideputki;;;1,00;;Vetokirkas;0,79;;;;;25.0;;15.0;6
ASV0302010;EN 1.4301/1.4307;30X20X1.0;SUORAKAIDEPUTKI;0;Suorakaideputki;;;1,00;;Vetokirkas;0,77;;;;;30.0;;20.0;6
ASV0302012;EN 1.4301/1.4307;30X20X1.2;SUORAKAIDEPUTKI;0;Suorakaideputki;;;1,00;;Vetokirkas;0,92;;;;;30.0;;20.0;6
ASV0302015;EN 1.4301/1.4307;30X20X1.5;SUORAKAIDEPUTKI;0;Suorakaideputki;;;1,00;;Vetokirkas;1,14;;;;;30.0;;20.0;6
ASV0401015;EN 1.4301/1.4307;40X10X1.5;SUORAKAIDEPUTKI;0;Suorakaideputki;;;1,00;;Vetokirkas;1,14;;;;;40.0;;10.0;6
ASV0402012;EN 1.4301/1.4307;40X20X1.2;SUORAKAIDEPUTKI;0;Suorakaideputki;;;1,00;;Vetokirkas;1,11;;;;;40.0;;20.0;6
ASV0402015;EN 1.4301/1.4307;40X20X1.5;SUORAKAIDEPUTKI;0;Suorakaideputki;;;1,00;;Vetokirkas;1,38;;;;;40.0;;20.0;6
ASV0402020;EN 1.4301/1.4307;40X20X2.0;SUORAKAIDEPUTKI;0;Suorakaideputki;;;2,00;;Vetokirkas;1,81;;;;;40.0;;20.0;6
ASV0402030;EN 1.4301/1.4307;40X20X3.0;SUORAKAIDEPUTKI;0;Suorakaideputki;;;3,00;;Vetokirkas;2,64;;;;;40.0;;20.0;6
ASV0403012;EN 1.4301/1.4307;40X30X1.2;SUORAKAIDEPUTKI;0;Suorakaideputki;;;1,00;;Vetokirkas;1,3;;;;;40.0;;30.0;6
ASV0501015;EN 1.4301/1.4307;50X10X1.5;SUORAKAIDEPUTKI;0;Suorakaideputki;;;1,00;;Vetokirkas;1,38;;;;;50.0;;10.0;6
