Tuotekoodi;Laatu;Määrittely;Tuotenimi;Paksuus;Tuoteryhmä;Lisänimi;Halkaisija;Seinämä;Muu mitta;Pinta;Yksikkö paino;Paineluokka;Lisätiedot;Toleranssi;Sisähalkaisija;Leveys;Paksuus;Korkeus/pituus;Eräkoko
AHLE4025;EN 1.4301/1.4307;25/33.7 PN40;HITS.LAIPPA EN1092-1 TYPE01;0;Hitsattava laippa EN1092-1 TYP;;DN 25;;33,70;;1;PN 40;TYPE01;;;;;;1
AHLE4032;EN 1.4301/1.4307;32/42.4 PN40;HITS.LAIPPA EN1092-1 TYPE01;0;Hitsattava laippa EN1092-1 TYP;;DN 32;;42,40;;2;PN 40;TYPE01;;;;;;1
AHLE4040;EN 1.4301/1.4307;40/48.3 PN40;HITS.LAIPPA EN1092-1 TYPE01;0;Hitsattava laippa EN1092-1 TYP;;DN 40;;48,30;;2;PN 40;TYPE01;;;;;;1
AHLE4050;EN 1.4301/1.4307;50/60.3 PN40;HITS.LAIPPA EN1092-1 TYPE01;0;Hitsattava laippa EN1092-1 TYP;;DN 50;;60,30;;2,7;PN 40;TYPE01;;;;;;1
AHLE4065;EN 1.4301/1.4307;65/71.1 PN40;HITS.LAIPPA EN1092-1 TYPE01;0;Hitsattava laippa EN1092-1 TYP;;DN 65;;76,10;;3,48;PN 40;TYPE01;;;;;;1
AHLE4080;EN 1.4301/1.4307;80/88.9 PN40;HITS.LAIPPA EN1092-1 TYPE01;0;Hitsattava laippa EN1092-1 TYP;;DN 80;;88,90;;4,32;PN 40;TYPE01;;;;;;1
AHLE4100;EN 1.4301/1.4307;100/114.3 PN40;HITS.LAIPPA EN1092-1 TYPE01;0;Hitsattava laippa EN1092-1 TYP;;DN 100;;114,30;;6,07;PN 40;TYPE01;;;;;;1
AHLE4125;EN 1.4301/1.4307;125/139.7 PN40;HITS.LAIPPA EN1092-1 TYPE01;0;Hitsattava laippa EN1092-1 TYP;;DN 125;;139,70;;8,19;PN 40;TYPE01;;;;;;1
AHLE4150;EN 1.4301/1.4307;150/168.3 PN40;HITS.LAIPPA EN1092-1 TYPE01;0;Hitsattava laippa EN1092-1 TYP;;DN 150;;168,30;;10,3;PN 40;TYPE01;;;;;;1
AHP01220;EN 1.4301/1.4307;12.0X2.0;PUTKI EN 10217-7 HARJATTU;0;Kaideputket;Harjattu putki Hitsattu, hehkuttamaton ja harjattu, EN ISO 1127, L=6000 mm Materiaalitodistus EN 10204/2.2;12,00;2,00;;Harjattu;0,5;;;;;;;;6
AHP01610;EN 1.4301/1.4307;16.0X1.0;PUTKI EN 10217-7 HARJATTU;0;Kaideputket;Harjattu putki Hitsattu, hehkuttamaton ja harjattu, EN ISO 1127, L=6000 mm Materiaalitodistus EN 10204/2.2;16,00;1,00;;;0,38;;;;;;;;6
AHP01620;EN 1.4301/1.4307;16.0X2.0;PUTKI EN 10217-7 HARJATTU;0;Kaideputket;Harjattu putki Hitsattu, hehkuttamaton ja harjattu, EN ISO 1127, L=6000 mm Materiaalitodistus EN 10204/2.2;16,00;2,00;;;0,7;;;;;;;;6
AHP01912;EN 1.4301/1.4307;19.0X1.2;PUTKI EN 10217-7 HARJATTU;0;Kaideputket;Harjattu putki Hitsattu, hehkuttamaton ja harjattu, EN ISO 1127, L=6000 mm Materiaalitodistus EN 10204/2.2;19,00;1,00;;Harjattu;0,54;;;;;;;;6
AHP01915;EN 1.4301/1.4307;19.0X1.5;PUTKI EN 10217-7 HARJATTU;0;Kaideputket;Harjattu putki Hitsattu, hehkuttamaton ja harjattu, EN ISO 1127, L=6000 mm Materiaalitodistus EN 10204/2.2;19,00;1,00;;Harjattu;0,57;;;;;;;;6
AHP02010;EN 1.4301/1.4307;20.0X1.0;PUTKI EN 10217-7 HARJATTU;0;Kaideputket;Harjattu putki Hitsattu, hehkuttamaton ja harjattu, EN ISO 1127, L=6000 mm Materiaalitodistus EN 10204/2.2;20,00;1,00;;Harjattu;0,23;;;;;;;;6
AHP02015;EN 1.4301/1.4307;20.0X1.5;PUTKI EN 10217-7 HARJATTU;0;Kaideputket;Harjattu putki Hitsattu, hehkuttamaton ja harjattu, EN ISO 1127, L=6000 mm Materiaalitodistus EN 10204/2.2;20,00;1,00;;Harjattu;0,7;;;;;;;;6
AHP02512;EN 1.4301/1.4307;25.0X1.2;PUTKI EN 10217-7 HARJATTU;0;Kaideputket;Harjattu putki Hitsattu, hehkuttamaton ja harjattu, EN ISO 1127, L=6000 mm Materiaalitodistus EN 10204/2.2;25,00;1,00;;Harjattu;0,74;;;;;;;;6
AHP02515;EN 1.4301/1.4307;25.0X1.5;PUTKI HF-HITS. HARJATTU;0;Kaideputket;Harjattu putki Hitsattu, hehkuttamaton ja harjattu, EN ISO 1127, L=6000 mm Materiaalitodistus EN 10204/2.2;25,00;1,00;;Harjattu;0,88;;;;;;;;6
AHP02620;EN 1.4301/1.4307;26.9X2.0;PUTKI HF-HITS. HARJATTU;0;Kaideputket;Harjattu putki Hitsattu, hehkuttamaton ja harjattu, EN ISO 1127, L=6000 mm Materiaalitodistus EN 10204/2.2;26,90;2,00;;Harjattu;0,72;;;;;;;;6
AHP03012;EN 1.4301/1.4307;30.0X1.2;PUTKI HF-HITS. HARJATTU;0;Kaideputket;Harjattu putki Hitsattu, hehkuttamaton ja harjattu, EN ISO 1127, L=6000 mm Materiaalitodistus EN 10204/2.2;30,00;1,00;;Harjattu;0,87;;;;;;;;6
AHP03015;EN 1.4301/1.4307;30.0X1.5;PUTKI HF-HITS. HARJATTU;0;Kaideputket;Harjattu putki Hitsattu, hehkuttamaton ja harjattu, EN ISO 1127, L=6000 mm Materiaalitodistus EN 10204/2.2;30,00;1,00;;Harjattu;1,07;;;;;;;;6
AHP03020;EN 1.4301/1.4307;30.0X2.0;PUTKI HF-HITS. HARJATTU;0;Kaideputket;Harjattu putki Hitsattu, hehkuttamaton ja harjattu, EN ISO 1127, L=6000 mm Materiaalitodistus EN 10204/2.2;30,00;2,00;;Harjattu;1,4;;;;;;;;6
AHP03212;EN 1.4301/1.4307;32.0X1.2;PUTKI HF-HITS. HARJATTU;0;Kaideputket;Harjattu putki Hitsattu, hehkuttamaton ja harjattu, EN ISO 1127, L=6000 mm Materiaalitodistus EN 10204/2.2;32,00;1,00;;Harjattu;0,93;;;;;;;;6
AHP03215;EN 1.4301/1.4307;32.0X1.5;PUTKI HF-HITS. HARJATTU;0;Kaideputket;Harjattu putki Hitsattu, hehkuttamaton ja harjattu, EN ISO 1127, L=6000 mm Materiaalitodistus EN 10204/2.2;32,00;1,00;;Harjattu;0,93;;;;;;;;6
AHP03320;EN 1.4301/1.4307;33.7X2.0;PUTKI HF-HITS. HARJATTU;0;Kaideputket;Harjattu putki Hitsattu, hehkuttamaton ja harjattu, EN ISO 1127, L=6000 mm Materiaalitodistus EN 10204/2.2;33,70;2,00;;Harjattu;1,59;;;;;;;;6
AHP03330;EN 1.4301/1.4307;33.7X3.0;PUTKI HF-HITS. HARJATTU;0;Kaideputket;Harjattu putki Hitsattu, hehkuttamaton ja harjattu, EN ISO 1127, L=6000 mm Materiaalitodistus EN 10204/2.2;33,70;3,00;;Harjattu;2,31;;;;;;;;6
AHP03512;EN 1.4301/1.4307;35.0X1.2;PUTKI HF-HITS. HARJATTU;0;Kaideputket;Harjattu putki Hitsattu, hehkuttamaton ja harjattu, EN ISO 1127, L=6000 mm Materiaalitodistus EN 10204/2.2;35,00;1,00;;Harjattu;1,02;;;;;;;;6
AHP04015;EN 1.4301/1.4307;40.0X1.5;PUTKI HF-HITS. HARJATTU;0;Kaideputket;Harjattu putki Hitsattu, hehkuttamaton ja harjattu, EN ISO 1127, L=6000 mm Materiaalitodistus EN 10204/2.2;40,00;1,00;;Harjattu;1,45;;;;;;;;6
AHP04220;EN 1.4301/1.4307;42.4X2.0;PUTKI HF-HITS. HARJATTU;0;Kaideputket;Harjattu putki Hitsattu, hehkuttamaton ja harjattu, EN ISO 1127, L=6000 mm Materiaalitodistus EN 10204/2.2;42,40;2,00;;Harjattu;2,02;;;;;;;;6
AHP04232;EN 1.4301/1.4307;42.4X3.2;PUTKI HF-HITS. HARJATTU;0;Kaideputket;Harjattu putki Hitsattu, hehkuttamaton ja harjattu, EN ISO 1127, L=6000 mm Materiaalitodistus EN 10204/2.2;42,40;3,00;;Harjattu;3,14;;;;;;;;6
AHP04820;EN 1.4301/1.4307;48.3X2.0;PUTKI HF-HITS. HARJATTU;0;Kaideputket;Harjattu putki Hitsattu, hehkuttamaton ja harjattu, EN ISO 1127, L=6000 mm Materiaalitodistus EN 10204/2.2;48,30;2,00;;Harjattu;2,32;;;;;;;;6
AHP05015;EN 1.4301/1.4307;50.0X1.5;PUTKI HF-HITS. HARJATTU;0;Kaideputket;Harjattu putki Hitsattu, hehkuttamaton ja harjattu, EN ISO 1127, L=6000 mm Materiaalitodistus EN 10204/2.2;50,00;1,00;;Harjattu;1,82;;;;;;;;6
AHP06015;EN 1.4301/1.4307;60.3X1.5;PUTKI HF-HITS. HARJATTU;0;Kaideputket;Harjattu putki Hitsattu, hehkuttamaton ja harjattu, EN ISO 1127, L=6000 mm Materiaalitodistus EN 10204/2.2;60,30;1,00;;Harjattu;2,21;;;;;;;;6
AHP07615;EN 1.4301/1.4307;76.1X1.5;PUTKI EN 10217-7 HARJATTU;0;Kaideputket;Harjattu putki Hitsattu, hehkuttamaton ja harjattu, EN ISO 1127, L=6000 mm Materiaalitodistus EN 10204/2.2;76,10;1,00;;Harjattu;2,8;;;;;;;;6
AHP08815;EN 1.4301/1.4307;88.9X1.5;PUTKI EN 10217-7 HARJATTU;0;Kaideputket;Harjattu putki Hitsattu, hehkuttamaton ja harjattu, EN ISO 1127, L=6000 mm Materiaalitodistus EN 10204/2.2;88,90;1,00;;Harjattu;3,28;;;;;;;;6
AHP08820;EN 1.4301/1.4307;88.9X2.0;PUTKI EN 10217-7 HARJATTU;0;Kaideputket;Harjattu putki Hitsattu, hehkuttamaton ja harjattu, EN ISO 1127, L=6000 mm Materiaalitodistus EN 10204/2.2;88,90;2,00;;Harjattu;4,35;;;;;;;;6
AHP11415;EN 1.4301/1.4307;114.3X1.5;PUTKI EN 10217-7 HARJATTU;0;Kaideputket;Harjattu putki Hitsattu, hehkuttamaton ja harjattu, EN ISO 1127, L=6000 mm Materiaalitodistus EN 10204/2.2;114,30;1,00;;Harjattu;4,24;;;;;;;;6
AHP11420;EN 1.4301/1.4307;114.3X2.0;PUTKI EN 10217-7 HARJATTU;0;Kaideputket;Harjattu putki Hitsattu, hehkuttamaton ja harjattu, EN ISO 1127, L=6000 mm Materiaalitodistus EN 10204/2.2;114,30;2,00;;;5,62;;;;;;;;6
AHP13915;EN 1.4301/1.4307;139.7X1.5;PUTKI EN 10217-7 HARJATTU;0;Kaideputket;Harjattu putki Hitsattu, hehkuttamaton ja harjattu, EN ISO 1127, L=6000 mm Materiaalitodistus EN 10204/2.2;139,70;1,00;;;5,19;;;;;;;;6
AHP999;;;PUTKI HARJATTU;0;Prosessiputket;;;;;;0;;;;;;;;6
AHP99999;;;PUTKI HARJATTU;0;Prosessiputket;;;;;;0;;;;;;;;6
AHPA200;EN 1.4301/4307;200X200X8X12MM;H-PALKKI;0;U-palkki;;200,00;;12,00;;49,66;;;;;;;;
AHT05;AISI 304;5 MM;HARJATERÄS;0;Harjateräs;;5,00;;;Harjateräs;0,16;;;;;;;;
AHT07;AISI 304;7 MM;HARJATERÄS;0;Harjateräs;;7,00;;;Harjateräs;0,31;;;;;;;;
AHT08;AISI 304;8 MM;HARJATERÄS;0;Harjateräs;;8,00;;;Harjateräs;0,4;;;;;;;;
AHT09;AISI 304;9 MM;HARJATERÄS;0;Harjateräs;;9,00;;;Harjateräs;0,5;;;;;;;;
AHT10;AISI 304;10 MM;HARJATERÄS;0;Harjateräs;;10,00;;;Harjateräs;0,62;;;;;;;;
AHT11;AISI 304;11 MM;HARJATERÄS;0;Harjateräs;;11,00;;;Harjateräs;0,75;;;;;;;;
AHT12;AISI 304;12 MM;HARJATERÄS;0;Harjateräs;;12,00;;;Harjateräs;0,89;;;;;;;;
AHT16;AISI 304;16 MM;HARJATERÄS;0;Harjateräs;;16,00;;;Harjateräs;1,58;;;;;;;;
AHT20;AISI 304;20 MM;HARJATERÄS;0;Harjateräs;;20,00;;;Harjateräs;2,46;;;;;;;;
AHT25;AISI 304;25 MM;HARJATERÄS;0;Harjateräs;;25,00;;;Harjateräs;3,85;;;;;;;;
AHT999;;;HARJATERÄS;0;Harjateräs;;;;;Harjateräs;0;;;;;;;;
AILE0200;EN 1.4301/1.4307;200/219.1 PN10;IRTOLAIPPA EN1092-1 TYPE2;0;Irtolaippa EN1092-1 TYPE02;;DN 200;;219,10;;8;PN 10;TYPE02;;;;;;1
AILE0250;EN 1.4301/1.4307;250/273.0 PN10;IRTOLAIPPA EN1092-1 TYPE2;0;Irtolaippa EN1092-1 TYPE02;;DN 250;;273,00;;11,5;PN 10;TYPE02;;;;;;1
AILE0300;EN 1.4301/1.4307;300/323.9 PN10;IRTOLAIPPA EN1092-1 TYPE2;0;Irtolaippa EN1092-1 TYPE02;;DN 300;;323,90;;13;PN 10;TYPE02;;;;;;1
AILE0350;EN 1.4301/1.4307;350/355.6 PN10;IRTOLAIPPA EN1092-1 TYPE2;0;Irtolaippa EN1092-1 TYPE02;;DN 350;;355,60;;19,4;PN 10;TYPE02;;;;;;1
AILE0400;EN 1.4301/1.4307;400/406.4 PN10;IRTOLAIPPA EN1092-1 TYPE2;0;Irtolaippa EN1092-1 TYPE02;;DN 400;;406,40;;30;PN 10;TYPE02;;;;;;1
AILE0450;EN 1.4301/1.4307;450/457.2 PN10;IRTOLAIPPA EN1092-1 TYPE2;0;Irtolaippa EN1092-1 TYPE02;;DN 450;;457,20;;32,2;PN 10;TYPE02;;;;;;1
AILE0500;EN 1.4301/1.4307;500/508.0 PN10;IRTOLAIPPA EN1092-1 TYPE2;0;Irtolaippa EN1092-1 TYPE02;;DN 500;;508,00;;38,5;PN 10;TYPE02;;;;;;1
AILE0600;EN 1.4301/1.4307;600/609.6 PN10;IRTOLAIPPA EN1092-1 TYPE2;0;Irtolaippa EN1092-1 TYPE02;;DN 600;;609,60;;52,2;PN 10;TYPE02;;;;;;1
AILE0700;EN 1.4301/1.4307;700/711.2 PN10;IRTOLAIPPA EN1092-1 TYPE2;0;Irtolaippa EN1092-1 TYPE02;;DN 700;;711,20;;79,4;PN 10;TYPE02;;;;;;1
AILE0800;EN 1.4301/1.4307;800/813 PN10;IRTOLAIPPA EN1092-1 TYPE2;0;Irtolaippa EN1092-1 TYPE02;;DN 800;;813,00;;113;PN 10;TYPE02;;;;;;1
AILE0900;EN 1.4301/1.4307;900/914 PN10;IRTOLAIPPA EN1092-1 TYPE2;0;Irtolaippa EN1092-1 TYPE02;;DN 900;;914,00;;135;PN 10;TYPE02;;;;;;1
AILE1050;EN 1.4301/1.4307;50/60.3 PN16;IRTOLAIPPA EN1092-1 TYPE2;0;Irtolaippa EN1092-1 TYPE02;;DN 50;;60,30;;2;PN 16;TYPE02;;;;;;1
AILE1065;EN 1.4301/1.4307;65/76.1/4 PN16;IRTOLAIPPA EN1092-1 TYPE2;0;Irtolaippa EN1092-1 TYPE02;;DN 65;;76,10;;3;PN 16;TYPE02;;;;;;1
AILE1065-8;EN 1.4301/1.4307;65/76.1/8 PN16;IRTOLAIPPA EN1092-1 TYPE2;0;Irtolaippa EN1092-1 TYPE02;;DN 65;;76,10;;3;PN 16;TYPE02;;;;;;1
AILE1080;EN 1.4301/1.4307;80/88.9 PN16;IRTOLAIPPA EN1092-1 TYPE2;0;Irtolaippa EN1092-1 TYPE02;;DN 80;;88,90;;3,5;PN 16;TYPE02;;;;;;1
AILE1100;EN 1.4301/1.4307;100/114.3 PN16;IRTOLAIPPA EN1092-1 TYPE2;0;Irtolaippa EN1092-1 TYPE02;;DN 100;;114,30;;4,5;PN 16;TYPE02;;;;;;1
AILE1125;EN 1.4301/1.4307;125/139.7 PN16;IRTOLAIPPA EN1092-1 TYPE2;0;Irtolaippa EN1092-1 TYPE02;;DN 125;;139,70;;5,5;PN 16;TYPE02;;;;;;1
AILE1150;EN 1.4301/1.4307;150/168.3 PN16;IRTOLAIPPA EN1092-1 TYPE2;0;Irtolaippa EN1092-1 TYPE02;;DN 150;;168,30;;7;PN 16;TYPE02;;;;;;1
AILE1200;EN 1.4301/1.4307;200/219.1 PN16;IRTOLAIPPA EN1092-1 TYPE2;0;Irtolaippa EN1092-1 TYPE02;;DN 200;;219,10;;9,2;PN 16;TYPE02;;;;;;1
AILE1250;EN 1.4301/1.4307;250/273.0 PN16;IRTOLAIPPA EN1092-1 TYPE2;0;Irtolaippa EN1092-1 TYPE02;;DN 250;;273,00;;13,4;PN 16;TYPE02;;;;;;1
AILE1300;EN 1.4301/1.4307;300/323.9 PN16;IRTOLAIPPA EN1092-1 TYPE2;0;Irtolaippa EN1092-1 TYPE02;;DN 300;;323,90;;17,8;PN 16;TYPE02;;;;;;1
AILE1350;EN 1.4301/1.4307;350/355.6 PN16;IRTOLAIPPA EN1092-1 TYPE2;0;Irtolaippa EN1092-1 TYPE02;;DN 350;;355,60;;32;PN 16;TYPE02;;;;;;1
AILE1400;EN 1.4301/1.4307;400/406.4 PN16;IRTOLAIPPA EN1092-1 TYPE2;0;Irtolaippa EN1092-1 TYPE02;;DN 400;;406,40;;34,3;PN 16;TYPE02;;;;;;1
AILE4010;EN 1.4301/1.4307;10/17.2 PN40;IRTOLAIPPA EN1092-1 TYPE2;0;Irtolaippa EN1092-1 TYPE02;;DN 10;;17,20;;0,5;PN 40;TYPE02;;;;;;1
AILE4015;EN 1.4301/1.4307;15/21.3 PN40;IRTOLAIPPA EN1092-1 TYPE2;0;Irtolaippa EN1092-1 TYPE02;;DN 15;;21,30;;0,5;PN 40;TYPE02;;;;;;1
AILE4020;EN 1.4301/1.4307;20/26.9 PN40;IRTOLAIPPA EN1092-1 TYPE2;0;Irtolaippa EN1092-1 TYPE02;;DN 20;;26,90;;1;PN 40;TYPE02;;;;;;1
AILE4025;EN 1.4301/1.4307;25/33.7 PN40;IRTOLAIPPA EN1092-1 TYPE2;0;Irtolaippa EN1092-1 TYPE02;;DN 25;;33,70;;1;PN 40;TYPE02;;;;;;1
AILE4032;EN 1.4301/1.4307;32/42.4 PN40;IRTOLAIPPA EN1092-1 TYPE2;0;Irtolaippa EN1092-1 TYPE02;;DN 32;;42,40;;2;PN 40;TYPE02;;;;;;1
AILE4040;EN 1.4301/1.4307;40/48.3 PN40;IRTOLAIPPA EN1092-1 TYPE2;0;Irtolaippa EN1092-1 TYPE02;;DN 40;;48,30;;2;PN 40;TYPE02;;;;;;1
AILE4050;EN 1.4301/1.4307;50/60.3 PN40;IRTOLAIPPA EN1092-1 TYPE2;0;Irtolaippa EN1092-1 TYPE02;;DN 50;;60,30;;2,8;PN 40;TYPE02;;;;;;1
AILE4065;EN 1.4301/1.4307;65/76.1 PN40;IRTOLAIPPA EN1092-1 TYPE2;0;Irtolaippa EN1092-1 TYPE02;;DN 65;;76,10;;3,4;PN 40;TYPE02;;;;;;1
AILE4080;EN 1.4301/1.4307;80/88.9 PN40;IRTOLAIPPA EN1092-1 TYPE2;0;Irtolaippa EN1092-1 TYPE02;;DN 80;;88,90;;3,32;PN 40;TYPE02;;;;;;1
AILE4100;EN 1.4301/1.4307;100/114.3 PN40;IRTOLAIPPA EN1092-1 TYPE2;0;Irtolaippa EN1092-1 TYPE02;;DN 100;;114,30;;5,9;PN 40;TYPE02;;;;;;1
AILK015;EN 1.4301/1.4307;15/21.3 PN10-16;PURISTETTU IRTOL.TYPE02;0;Puristetut irtolaipat;;DN 15;;21,30;;0,2;;;;;;;;1
AILK020;EN 1.4301/1.4307;20/26.9 PN10-16;PURISTETTU IRTOL.TYPE02;0;Puristetut irtolaipat;;DN 20;;26,90;;0,25;;;;;;;;1
AILK025;EN 1.4301/1.4307;25/33.7 PN10-16;PURISTETTU IRTOL.TYPE02;0;Puristetut irtolaipat;;DN 25;;33,70;;0,3;;;;;;;;1
AILK032;EN 1.4301/1.4307;32/42.4 PN10-16;PURISTETTU IRTOL.TYPE02;0;Puristetut irtolaipat;;DN 32;;42,40;;0,45;;;;;;;;1
AILK040;EN 1.4301/1.4307;40/48.3 PN10-16;PURISTETTU IRTOL.TYPE02;0;Puristetut irtolaipat;;DN 40;;48,30;;0,62;;;;;;;;1
AILK050;EN 1.4301/1.4307;50/60.3 PN10-16;PURISTETTU IRTOL.TYPE02;0;Puristetut irtolaipat;;DN 50;;60,30;;0,9;;;;;;;;1
AILK065;EN 1.4301/1.4307;65/76.1 PN10-16;PURISTETTU IRTOL.TYPE02;0;Puristetut irtolaipat;;DN 65;;76,10;;1,2;;;;;;;;1
AILK080;EN 1.4301/1.4307;80/88.9 PN10-16;PURISTETTU IRTOL.TYPE02;0;Puristetut irtolaipat;;DN 80;;88,90;;1,3;;;;;;;;1
AILK100;EN 1.4301/1.4307;100/114.3 PN10-16;PURISTETTU IRTOL.TYPE02;0;Puristetut irtolaipat;;DN 100;;114,30;;1,75;;;;;;;;1
AILK125;EN 1.4301/1.4307;125/139.7 PN10-16;PURISTETTU IRTOL.TYPE02;0;Puristetut irtolaipat;;DN 125;;139,70;;2,2;;;;;;;;1
AILK150;EN 1.4301/1.4307;150/168.3 PN10-16;PURISTETTU IRTOL.TYPE02;0;Puristetut irtolaipat;;DN 150;;168,30;;2,7;;;;;;;;1
AILK200;EN 1.4301/1.4307;200/219.1 PN10;PURISTETTU IRTOL.TYPE02;0;Puristetut irtolaipat;;DN 200;;219,10;;4,6;;;;;;;;1
AILK201;EN 1.4301/1.4307;200/219.1 PN 16;PURISTETTU IRTOL.TYPE02;0;Puristetut irtolaipat;;DN 200;;219,10;;4,6;PN 16;;;;;;;1
AILK250;EN 1.4301/1.4307;250/273.0 PN10;PURISTETTU IRTOL.TYPE02;0;Puristetut irtolaipat;;DN 250;;273,00;;6,1;;;;;;;;1
AILK300;EN 1.4301/1.4307;300/323.9 PN10;PURISTETTU IRTOL.TYPE02;0;Puristetut irtolaipat;;DN 300;;323,90;;7,7;;;;;;;;1
Ainestodistus;;;Ainestodistus;0;Palvelut;;;;;;0;;;;;;;;1
AIP0610;EN 1.4301/1.4307;6.0X1.0;PUTKI EN10217-7 D3/T3 HEHK;0;Prosessiputket;;6,00;1,00;;;0,13;;Hehkutettu;;;;;;6
AIP0810;EN 1.4301/1.4307;8.0X1.0;PUTKI EN10217-7 D3/T3 HEHK;0;Prosessiputket;;8,00;1,00;;;0,18;;Hehkutettu;;;;;;6
AIP0810EH;EN 1.4301/1.4307;8.0X1.0;PUTKI EN10217-7 D3/T3 EI HEHK;0;Prosessiputket;Instrumentointiputki Hitsattu, ei hehkutettu, EN 10217-7 TC1, EN ISO 1127, tol. D3/T3, L=6000 mm Materiaalitodistus EN 10204/3.1;8,00;1,00;;;0,18;;;;;;;;6
AIP1005;EN 1.4301/1.4307;10.0X0.5;PUTKI EN10217-7 D3/T3 HEHK;0;Prosessiputket;;10,00;0,00;;;0,12;;Hehkutettu;;;;;;6
AIP1010;EN 1.4301/1.4307;10.0X1.0;PUTKI EN10217-7 D3/T3 HEHK;0;Prosessiputket;;10,00;1,00;;;0,23;;Hehkutettu;;;;;;6
AIP1010EH;EN 1.4301/1.4307;10.0X1.0;PUTKI D3/T3 EI HEHK.;0;Prosessiputket;Instrumentointiputki Hitsattu, ei hehkutettu, EN 10217-7 TC1, EN ISO 1127, tol. D3/T3, L=6000 mm Materiaalitodistus EN 10204/3.1;10,00;1,00;;;0,23;;;;;;;;6
AIP1210;EN 1.4301/1.4307;12.0X1.0;PUTKI EN10217-7 D3/T3 HEHK;0;Prosessiputket;;12,00;1,00;;;0,28;;Hehkutettu;;;;;;6
AIP1215;EN 1.4301/1.4307;12.0X1.5;PUTKI EN10217-7 D3/T3 HEHK;0;Prosessiputket;;12,00;1,00;;;0,39;;Hehkutettu;;;;;;6
AIP1220;EN 1.4301/1.4307;12.0X2.0;PUTKI EN10217-7 D3/T3 HEHK;0;Prosessiputket;;12,00;2,00;;;0,49;;Hehkutettu;;;;;;6
AIP1410;EN 1.4301/1.4307;14.0X1.0;PUTKI EN10217-7 D3/T3 HEHK;0;Prosessiputket;;14,00;1,00;;;0,33;;Hehkutettu;;;;;;6
AIP1510;EN 1.4301/1.4307;15.0X1.0;PUTKI EN10217-7 D3/T3 HEHK;0;Prosessiputket;;15,00;1,00;;;0,35;;Hehkutettu;;;;;;6
AIP1515;EN 1.4301/1.4307;15.0X1.5;PUTKI EN10217-7 D3/T3 HEHK;0;Prosessiputket;;15,00;1,00;;;0,51;;Hehkutettu;;;;;;6
AIP1610;EN 1.4301/1.4307;16.0X1.0;PUTKI EN10217-7 D3/T3 HEHK;0;Prosessiputket;;16,00;1,00;;;0,38;;Hehkutettu;;;;;;6
AIP1620;EN 1.4301/1.4307;16.0X2.0;PUTKI EN10217-7 D3/T3 HEHK;0;Prosessiputket;;16,00;2,00;;;0,55;;Hehkutettu;;;;;;6
AIP1810;EN 1.4301/1.4307;18.0X1.0;PUTKI EN10217-7 D3/T3 HEHK;0;Prosessiputket;;18,00;1,00;;;0,43;;Hehkutettu;;;;;;6
AIP1815;EN 1.4301/1.4307;18.0X1.5;PUTKI EN10217-7 D3/T3 HEHK;0;Prosessiputket;;18,00;1,00;;;0,62;;Hehkutettu;;;;;;6
AIP1910;EN 1.4301/1.4307;19.05X1.0;PUTKI EN10217-7 D3/T3 HEHK;0;Prosessiputket;;19,50;1,00;;;0,45;;Hehkutettu;;;;;;6
AIP2015;EN 1.4301/1.4307;20.0X1.5;PUTKI EN10217-7 D3/T3 HEHK;0;Prosessiputket;;20,00;1,00;;;0,7;;Hehkutettu;;;;;;6
AIP2215;EN 1.4301/1.4307;22.0X1.5;PUTKI EN10217-7 D3/T3 HEHK;0;Prosessiputket;;22,00;1,00;;;0,77;;Hehkutettu;;;;;;6
AIP2220;EN 1.4301/1.4307;22.0X2.0;PUTKI EN10217-7 D3/T3 HEHK;0;Prosessiputket;;22,00;2,00;;;1;;Hehkutettu;;;;;;6
AIP2520;EN 1.4301/1.4307;25.0X2.0;PUTKI EN10217-7 D3/T3 HEHK;0;Prosessiputket;;25,00;2,00;;;1,15;;Hehkutettu;;;;;;6
AIP2815;EN 1.4301/1.4307;28.0X1.5;PUTKI EN10217-7 D3/T3 HEHK;0;Prosessiputket;;28,00;1,00;;;1;;Hehkutettu;;;;;;6
AIP2820;EN 1.4301/1.4307;28.0X2.0;PUTKI EN10217-7 D3/T3 HEHK;0;Prosessiputket;;28,00;2,00;;;1,3;;Hehkutettu;;;;;;6
AIP3015;EN 1.4301/1.4307;30.0X1.5;PUTKI EN10217-7 D3/T3 HEHK;0;Prosessiputket;;30,00;1,00;;;1,07;;Hehkutettu;;;;;;6
AIP3020;EN 1.4301/1.4307;30.0X2.0;PUTKI EN10217-7 D3/T3 HEHK;0;Prosessiputket;;30,00;2,00;;;1,4;;Hehkutettu;;;;;;6
AIP3215;EN 1.4301/1.4307;32.0X1.5;PUTKI EN10217-7 D3/T3 HEHK;0;Prosessiputket;;32,00;1,00;;;1,15;;Hehkutettu;;;;;;6
AIP3515;EN 1.4301/1.4307;35.0X1.5;PUTKI EN10217-7 D3/T3 HEHK;0;Prosessiputket;;35,00;1,00;;;1,26;;Hehkutettu;;;;;;6
AIP3520;EN 1.4301/1.4307;35.0X2.0;PUTKI EN10217-7 D3/T3 HEHK;0;Prosessiputket;;35,00;2,00;;;1,65;;Hehkutettu;;;;;;6
